name,foundingDate
Genta                          ,1988
Viewlogic Systems              ,1985
Tetra Tech                     ,1966
Affymax NV                     ,1988
Fisher Scientific Intl         ,1902
Syquest Technology             ,1982
TRM Copy Centers               ,1981
Perfumania                     ,1988
Lakehead Pipe Line Prtnrs LP   ,1991
Semiconductor Pkg Materials    ,1981
Missimer & Associates          ,1976
Bell Bancorp                   ,1925
Pharmaceutical Marketing Svcs  ,1988
Royale Investments             ,1988
SBS Engineering                ,1986
Allied Healthcare Products     ,1979
CliniCorp                      ,1982
Granite Broadcasting           ,1988
Industrial Holdings            ,1989
Amylin Pharmaceuticals         ,1987
Arch Communications Group      ,1986
CardioPulmonics                ,1985
Farrel                         ,1900
Deprenyl USA                   ,1991
Engle Homes                    ,1969
Menley & James                 ,1990
Protein Polymer Technologies   ,1988
Spectranetics                  ,1984
Odd's-N-End's                  ,1983
CitFed Bancorp                 ,1934
Gilead Sciences                ,1987
OTR Express                    ,1985
PhyCor                         ,1988
Ventritex                      ,1985
Walker Power                   ,1970
Abaxis                         ,1989
Sphinx Pharmaceuticals         ,1987
Whole Foods Markets            ,1980
MedSonic                       ,1959
Target Therapeutics            ,1985
Fleet Call                     ,1987
PCI Services                   ,1971
Varsity Spirit                 ,1974
Matrix Pharmaceutical          ,1985
Protein Design Labs            ,1986
AdvaCare                       ,1986
Noel Group                     ,1969
Margaretten Financial          ,1920
National Re Holdings           ,1963
Nutrition Management Services  ,1979
Infinity Broadcasting          ,1972
Corvas International           ,1987
Olympic Financial              ,1990
Zynaxis                        ,1987
ElectroCom Automation          ,1981
Scotts                         ,1900
Univax Biologics               ,1988
EcoScience                     ,1982
Medical Diagnostics            ,1984
Sayett Group                   ,1989
Integon                        ,1920
Standish Care                  ,1989
Dura Pharmaceuticals           ,1981
InfoNow                        ,1990
Providential                   ,1987
Defense Software & Systems     ,1979
Paracelsian                    ,1991
Frame Technology               ,1986
International Jensen           ,1927
ShoLodge                       ,1976
Buttrey Food and Drug Stores   ,1900
Roper Industries               ,1901
TNT Freightways                ,1984
Enhance Financial Services     ,1986
Living Centers of America      ,1977
Intertape Polymer Group        ,1981
Meadowbrook Rehabilitation Grp ,1986
Providence Health Care         ,1970
Marcum Natural Gas Services    ,1991
Agridyne Technologies          ,1973
Advantage Health               ,1982
American Business Information  ,1972
Chemtrak                       ,1985
Access Health Marketing        ,1986
Scholastic                     ,1920
North American Recycling       ,1974
Litchfield Financial           ,1988
SPS Transaction Services       ,1985
I-Stat                         ,1983
Synopsys                       ,1986
Forstmann                      ,1986
Coleman                        ,1910
HCA-Hospital Corp of America   ,1968
Musicland Stores               ,1977
LifeCell                       ,1986
Callaway Golf                  ,1982
Cross Timbers Royalty Trust    ,1991
Abbey Healthcare Group         ,1924
Heart Technology               ,1989
Vitalink Pharmacy Services     ,1967
Enhanced Imaging Technologies  ,1975
Toastmaster                    ,1926
Opta Food Ingredients          ,1991
Premier Anesthesia             ,1988
Endosonics                     ,1984
Foodmaker                      ,1950
Dames & Moore                  ,1938
Delta Queen Steamboat          ,1926
Gibraltar Packaging Group      ,1967
PolyMedica Industries          ,1988
BIOTIME                        ,1990
DSG International              ,1973
American Income Holdings       ,1954
Celox                          ,1985
Biosys                         ,1983
APPLIED LASER SYSTEMS          ,1987
United Retail Group            ,1987
Day Runner                     ,1980
Valassis Communications        ,1970
Lone Star Steakhouse & Saloon  ,1989
Pet Products                   ,1981
Duff & Phelps                  ,1932
El Paso Natural Gas            ,1928
Cellcor                        ,1986
Back Bay Restaurants Group     ,1983
Glacier Water Services         ,1983
Health o meter Products        ,1919
SciClone Pharmaceuticals       ,1989
First Western                  ,1991
Summit Care                    ,1981
Fred's                         ,1947
Serving Software               ,1984
America Online                 ,1985
Curaflex Health Services       ,1985
Lincare Holdings               ,1972
Telios Pharmaceuticals         ,1987
Triconex                       ,1983
USA Truck                      ,1983
Bisys Group                    ,1966
Burlington Industries Equity   ,1923
Chronimed                      ,1985
Schuler Homes                  ,1988
Protocol Systems               ,1985
Coastal Banc Savings Assn      ,1954
CytoTherapeutics               ,1988
DAMARK International           ,1986
Satellite Technology           ,1982
Walker Interactive Systems     ,1973
Coltec Industries              ,1911
Avecor Cardiovascular          ,1977
Natural Earth Technologies     ,1990
Catalina Marketing             ,1983
Kendall Square Research        ,1986
Eskimo Pie                     ,1921
Xircom                         ,1988
ICU Medical                    ,1984
Longhorn Steaks                ,1981
Sybron Chemical Industries     ,1965
Chicago and North Western Hldg ,1900
Braun's Fashions               ,1956
Capitol Multimedia             ,1982
M-Wave                         ,1988
Mohawk Industries              ,1920
Seragen                        ,1979
ChipSoft                       ,1984
NCI Building Systems           ,1984
Pomeroy Computer Resources     ,1981
ERO                            ,1978
VideoTelecom                   ,1986
Capital Re                     ,1988
Bell Sports                    ,1954
First Data                     ,1978
Simula                         ,1975
ADESA                          ,1986
Affinity Biotech               ,1987
3CI Complete Compliance        ,1989
Men's Wearhouse                ,1973
Kopin                          ,1984
Option Care                    ,1984
Princeton Dental Management    ,1986
Chromcraft Revington           ,1946
Worthington Foods              ,1939
AGCO                           ,1910
First Mortgage                 ,1975
Teledata Communication         ,1981
CliniCom                       ,1986
Sportstown                     ,1987
Stein Mart                     ,1910
Software Etc Stores            ,1984
Younkers                       ,1900
Arcadian Partners LP           ,1990
Morningstar Group              ,1988
Orthofix International         ,1979
Ben Franklin Retail Stores     ,1900
Natural Child Care             ,1989
Learning                       ,1980
Premiere Radio Networks        ,1987
Solo Serve                     ,1919
International Family           ,1977
Galey & Lord                   ,1980
Intermedia Communications      ,1987
On The Border Cafes            ,1982
Metricom                       ,1985
Automotive Industries Holding  ,1975
MedQuist                       ,1987
All For A Dollar               ,1990
Reliance Electric              ,1904
Lida                           ,1970
Lukens Medical                 ,1982
Buckle                         ,1948
Sybron                         ,1960
Stac Electronics               ,1983
Valence Technology             ,1989
American Funeral Services      ,1985
Network Imaging                ,1990
